musteri_id,isim,cinsiyet,yas,sehir,harcama_miktari,tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis
6134,Müferrih,Erkek,40,Adana,108.35,2024-01-25,P061,Kulaklık,Ev Aletleri,536.44,19,10192.36
2730,Siper,Kadın,55,İzmir,3492.71,2024-03-12,P075,Defter,Ev Aletleri,144.77,18,2605.86
6819,Arcan,Erkek,69,İstanbul,1622.47,2023-04-04,P011,Klima,Giyim,438.6,11,4824.6
5515,Balca,Erkek,27,Konya,798.26,2024-02-20,P033,Çanta,Kozmetik,376.1,4,1504.4
2542,Kefser,Kadın,22,Bursa,4644.53,2024-07-25,P098,Çanta,Ev Aletleri,760.7,17,12931.9
2542,Kefser,Kadın,22,Bursa,4644.53,2023-11-13,P026,Kulaklık,Kozmetik,979.48,1,979.48
1427,Oldağ,Kadın,57,Bursa,2697.58,2024-06-16,P030,Bilgisayar,Giyim,76.76,18,1381.68
1427,Oldağ,Kadın,57,Bursa,2697.58,2024-08-16,P029,Fırın,Elektronik,170.11,7,1190.77
1427,Oldağ,Kadın,57,Bursa,2697.58,2024-06-20,P083,Bilgisayar,Mutfak Ürünleri,1281.61,16,20505.76
6908,Güldünya,Erkek,21,İstanbul,1297.29,2024-03-11,P079,Su Şişesi,Giyim,860.6,10,8606.0
6908,Güldünya,Erkek,21,İstanbul,1297.29,2023-10-11,P028,Bilgisayar,Giyim,1391.65,19,25688.4525
8638,Kızıltunç,Kadın,29,Gaziantep,1082.2,2023-12-16,P005,Defter,Kırtasiye,106.45,13,1383.85
8638,Kızıltunç,Kadın,29,Gaziantep,1082.2,2022-11-18,P023,Su Şişesi,Kırtasiye,428.53,4,1714.12
8638,Kızıltunç,Kadın,29,Gaziantep,1082.2,2024-03-05,P007,Fırın,Ev Aletleri,1192.38,11,13116.18
8638,Kızıltunç,Kadın,29,Gaziantep,1082.2,2023-02-25,P017,Su Şişesi,Mutfak Ürünleri,343.43,11,3777.73
9303,Mutluhan,Erkek,37,Antalya,4951.46,2023-01-30,P016,Fırın,Elektronik,130.68,13,1698.84
6827,Çıvgın,Erkek,19,Antalya,1663.6,2024-02-08,P074,Telefon,Giyim,1098.93,19,20879.67
3016,Sancak,Kadın,18,İzmir,2417.2,2023-06-05,P070,Fırın,Giyim,444.52,16,7112.32
3016,Sancak,Kadın,18,İzmir,2417.2,2024-07-15,P027,Su Şişesi,Kırtasiye,961.69,6,5770.14
3182,Mazlum,Erkek,32,Gaziantep,1312.15,2024-09-07,P037,Defter,Mutfak Ürünleri,1118.91,7,7832.370000000001
4467,Anka,Kadın,38,Konya,1276.13,2023-09-08,P028,Telefon,Kırtasiye,523.4,18,9421.2
4467,Anka,Kadın,38,Konya,1276.13,2024-10-24,P091,Mouse,Mutfak Ürünleri,624.78,16,9996.48
4467,Anka,Kadın,38,Konya,1276.13,2023-07-14,P013,Kulaklık,Giyim,40.49,12,485.88
4467,Anka,Kadın,38,Konya,1276.13,2023-10-24,P051,Kulaklık,Kozmetik,1120.2,15,16803.0
5863,Işın,Kadın,57,İzmir,2880.52,2024-03-03,P025,Fırın,Giyim,547.24,4,2188.96
5863,Işın,Kadın,57,İzmir,2880.52,2023-06-29,P035,Mouse,Ev Aletleri,930.35,11,10233.85
2515,Saçı,Erkek,46,Adana,4323.02,2022-12-09,P048,Bilgisayar,Elektronik,637.19,6,3823.14
2515,Saçı,Erkek,46,Adana,4323.02,2022-11-18,P063,Bilgisayar,Giyim,643.78,13,8369.14
8188,Ensari,Erkek,49,İzmir,3910.69,2023-10-13,P073,Kulaklık,Mutfak Ürünleri,426.3,4,1705.2
3566,Korugan,Erkek,41,Adana,3169.0,2024-09-13,P077,Çanta,Ev Aletleri,634.61,19,12057.59
3566,Korugan,Erkek,41,Adana,3169.0,2023-11-27,P041,Fırın,Ev Aletleri,599.91,3,1799.73
6512,İklim,Erkek,29,Adana,4520.48,2023-03-28,P072,Kalem,Mutfak Ürünleri,351.07,6,2106.42
1274,Varlık,Erkek,41,Konya,1535.03,2023-07-11,P015,Fırın,Kırtasiye,167.01,13,2171.13
1274,Varlık,Erkek,41,Konya,1535.03,2023-08-20,P098,Fırın,Ev Aletleri,348.6,9,3137.4
1274,Varlık,Erkek,41,Konya,1535.03,2024-06-22,P068,Bilgisayar,Giyim,946.81,13,12308.53
6308,İlklima,Erkek,57,İzmir,2487.02,2024-06-18,P024,Kalem,Ev Aletleri,570.99,9,5138.91
2198,Hilayda,Kadın,65,Ankara,698.53,2023-10-30,P077,Fırın,Elektronik,1463.08,9,13167.72
1634,Aydar,Erkek,51,Gaziantep,545.68,2023-07-22,P067,Fırın,Elektronik,330.07,5,1650.35
1634,Aydar,Erkek,51,Gaziantep,545.68,2023-03-23,P061,Mouse,Giyim,1081.06,15,16215.9
9023,Menişan,Kadın,62,Bursa,3631.84,2024-04-22,P022,Defter,Ev Aletleri,703.04,9,6327.36
7884,Ticen,Kadın,68,İstanbul,1424.31,2024-03-08,P040,Kulaklık,Ev Aletleri,1220.66,9,10985.94
7884,Ticen,Kadın,68,İstanbul,1424.31,2023-11-18,P070,Çanta,Elektronik,486.8,10,4868.0
7884,Ticen,Kadın,68,İstanbul,1424.31,2023-01-24,P063,Bilgisayar,Kırtasiye,843.7,3,2531.1000000000004
7884,Ticen,Kadın,68,İstanbul,1424.31,2024-01-10,P025,Telefon,Kırtasiye,288.34,14,4036.76
8732,Vildane,Erkek,45,Adana,2263.8,2023-07-01,P071,Fırın,Giyim,1245.64,18,22421.52
2221,Çakırca,Kadın,34,Ankara,1546.11,2024-02-23,P079,Telefon,Giyim,327.42,5,1637.1
9287,Melihcan,Erkek,18,Antalya,1665.56,2022-12-10,P096,Su Şişesi,Kozmetik,120.55,17,2049.35
9287,Melihcan,Erkek,18,Antalya,1665.56,2024-07-31,P069,Mouse,Giyim,444.33,18,7997.94
9548,Güngördü,Erkek,19,Bursa,1384.06,2023-08-21,P035,Telefon,Kozmetik,682.65,14,9557.1
8853,Kırat,Kadın,50,İzmir,3620.07,2023-05-20,P048,Çanta,Giyim,30.03,1,30.03
7326,Sevim,Kadın,38,Antalya,1624.56,2024-03-10,P014,Fırın,Mutfak Ürünleri,118.31,11,1301.41
7326,Sevim,Kadın,38,Antalya,1624.56,2023-04-21,P028,Defter,Mutfak Ürünleri,996.44,17,16939.48
7326,Sevim,Kadın,38,Antalya,1624.56,2024-02-17,P076,Telefon,Ev Aletleri,47.62,19,904.78
2472,Ayasun,Kadın,22,Antalya,1451.92,2024-07-19,P065,Klima,Ev Aletleri,852.58,17,14493.86
2472,Ayasun,Kadın,22,Antalya,1451.92,2024-07-17,P032,Mouse,Kozmetik,1378.87,2,2757.74
2015,Kader,Erkek,54,Bursa,863.54,2023-12-21,P054,Kulaklık,Ev Aletleri,1233.8,7,8636.6
1082,Elamiye,Erkek,35,Gaziantep,2691.97,2023-11-29,P017,Fırın,Mutfak Ürünleri,761.06,5,3805.3
1082,Elamiye,Erkek,35,Gaziantep,2691.97,2024-08-31,P079,Bilgisayar,Mutfak Ürünleri,1317.85,7,9224.95
9333,Fehim,Kadın,34,Adana,2791.95,2023-05-12,P012,Defter,Kozmetik,341.76,10,3417.6
9333,Fehim,Kadın,34,Adana,2791.95,2023-03-17,P072,Fırın,Kırtasiye,1018.45,1,1018.45
1907,Leyli,Erkek,48,Adana,3986.06,2024-02-05,P052,Defter,Giyim,1054.46,15,15816.9
1907,Leyli,Erkek,48,Adana,3986.06,2023-12-10,P029,Telefon,Giyim,1267.74,3,3803.22
1907,Leyli,Erkek,48,Adana,3986.06,2024-02-17,P018,Su Şişesi,Ev Aletleri,1183.05,16,18928.8
6663,Serda,Kadın,37,Ankara,2985.63,2024-02-07,P077,Telefon,Giyim,601.66,11,6618.259999999999
6663,Serda,Kadın,37,Ankara,2985.63,2023-02-05,P088,Çanta,Kozmetik,1294.19,16,20707.04
4755,Kitan,Erkek,65,Antalya,1001.73,2023-06-05,P080,Telefon,Ev Aletleri,515.24,16,8243.84
4755,Kitan,Erkek,65,Antalya,1001.73,2023-07-15,P082,Kulaklık,Mutfak Ürünleri,593.1,3,1779.3000000000002
4685,Gülinaz,Kadın,48,İzmir,1686.8,2023-07-12,P034,Mouse,Mutfak Ürünleri,195.29,7,1367.03
2161,Canseven,Erkek,61,Gaziantep,3711.58,2023-11-21,P024,Kulaklık,Elektronik,1265.21,18,22773.78
2161,Canseven,Erkek,61,Gaziantep,3711.58,2023-02-22,P062,Su Şişesi,Kırtasiye,1490.5,9,13414.5
2161,Canseven,Erkek,61,Gaziantep,3711.58,2023-05-19,P004,Telefon,Kırtasiye,514.12,2,1028.24
5624,Büşranur,Erkek,37,Adana,4497.25,2023-02-04,P089,Fırın,Giyim,355.86,6,2135.16
1116,Talibe,Erkek,29,İstanbul,622.03,2023-04-10,P047,Defter,Elektronik,1144.1,7,8008.699999999999
1116,Talibe,Erkek,29,İstanbul,622.03,2024-05-17,P024,Su Şişesi,Giyim,1494.25,17,25402.25
1116,Talibe,Erkek,29,İstanbul,622.03,2023-11-14,P036,Çanta,Mutfak Ürünleri,1273.65,11,14010.15
2856,Hasret,Kadın,47,Ankara,2396.11,2024-02-15,P028,Fırın,Giyim,1498.49,11,16483.39
2856,Hasret,Kadın,47,Ankara,2396.11,2024-10-11,P003,Kulaklık,Elektronik,1164.71,3,3494.13
3502,Esengün,Erkek,36,Bursa,4903.99,2024-06-17,P066,Bilgisayar,Elektronik,905.34,4,3621.36
3706,Tuğcan,Kadın,68,Gaziantep,2501.92,2024-02-21,P012,Telefon,Kırtasiye,813.57,2,1627.14
3706,Tuğcan,Kadın,68,Gaziantep,2501.92,2023-06-18,P023,Çanta,Kırtasiye,145.37,5,726.85
7832,Dilcan,Erkek,30,İstanbul,2271.7,2024-04-06,P060,Mouse,Giyim,504.78,13,6562.139999999999
7832,Dilcan,Erkek,30,İstanbul,2271.7,2023-06-02,P042,Çanta,Kozmetik,263.27,3,789.81
7832,Dilcan,Erkek,30,İstanbul,2271.7,2024-10-31,P084,Su Şişesi,Ev Aletleri,760.49,13,9886.37
7832,Dilcan,Erkek,30,İstanbul,2271.7,2022-11-10,P017,Kalem,Mutfak Ürünleri,366.21,12,4394.52
1689,Vahittin,Kadın,56,İzmir,2978.22,2024-04-11,P064,Defter,Mutfak Ürünleri,736.44,11,8100.84
1689,Vahittin,Kadın,56,İzmir,2978.22,2024-02-12,P003,Mouse,Kırtasiye,1076.85,14,15075.899999999998
2238,Göksev,Kadın,56,Antalya,2083.62,2023-03-04,P042,Kalem,Giyim,971.26,11,10683.86
4210,Tunahan,Erkek,60,Ankara,1542.14,2024-07-29,P090,Bilgisayar,Giyim,648.62,13,8432.06
4210,Tunahan,Erkek,60,Ankara,1542.14,2024-01-29,P001,Kulaklık,Ev Aletleri,385.5,14,5397.0
9684,Öncel,Kadın,44,İzmir,3972.34,2023-09-02,P036,Su Şişesi,Kozmetik,907.05,8,7256.4
9684,Öncel,Kadın,44,İzmir,3972.34,2024-04-12,P031,Su Şişesi,Elektronik,662.75,2,1325.5
9684,Öncel,Kadın,44,İzmir,3972.34,2022-11-17,P095,Telefon,Elektronik,401.3,3,1203.9
1300,Geray,Kadın,29,İstanbul,426.66,2023-10-14,P014,Defter,Ev Aletleri,613.98,5,3069.9
4598,Zelha,Erkek,27,Ankara,892.08,2024-02-29,P098,Klima,Giyim,57.42,12,689.04
4598,Zelha,Erkek,27,Ankara,892.08,2024-10-31,P068,Defter,Elektronik,1161.53,9,10453.77
4598,Zelha,Erkek,27,Ankara,892.08,2024-07-28,P084,Defter,Kozmetik,1323.69,7,9265.83
4598,Zelha,Erkek,27,Ankara,892.08,2023-01-18,P059,Kalem,Giyim,1101.88,5,5509.400000000001
9840,İlklima,Kadın,53,Antalya,2171.12,2023-11-05,P020,Fırın,Elektronik,949.89,10,9498.9
5252,Onursu,Kadın,52,Bursa,4131.59,2023-03-20,P053,Klima,Elektronik,254.81,3,764.4300000000001
5252,Onursu,Kadın,52,Bursa,4131.59,2024-07-24,P032,Kalem,Kozmetik,966.91,13,12569.83
5252,Onursu,Kadın,52,Bursa,4131.59,2024-03-26,P026,Mouse,Kozmetik,806.07,12,9672.84
3850,Misra,Kadın,27,Antalya,1675.2,2024-03-15,P029,Defter,Kozmetik,594.21,14,8318.94
3850,Misra,Kadın,27,Antalya,1675.2,2023-07-11,P074,Mouse,Kırtasiye,891.95,7,6243.650000000001
9062,Silanur,Erkek,36,Adana,535.97,2023-12-30,P084,Telefon,Giyim,1379.75,7,9658.25
6897,Ğanim,Erkek,23,Antalya,2497.37,2023-10-30,P074,Kulaklık,Giyim,85.57,1,85.57
1407,İklim,Erkek,33,Konya,1152.91,2023-12-15,P086,Kalem,Kozmetik,464.62,10,4646.2
1407,İklim,Erkek,33,Konya,1152.91,2023-10-18,P071,Kulaklık,Elektronik,1360.64,2,2721.28
1407,İklim,Erkek,33,Konya,1152.91,2023-07-02,P066,Bilgisayar,Elektronik,642.84,13,8356.92
1407,İklim,Erkek,33,Konya,1152.91,2022-12-22,P017,Defter,Elektronik,742.85,7,5199.95
4844,Ayşeana,Kadın,31,Konya,2687.13,2024-06-15,P091,Kulaklık,Kırtasiye,1089.66,16,17434.56
4844,Ayşeana,Kadın,31,Konya,2687.13,2022-11-07,P099,Su Şişesi,Kırtasiye,210.59,11,2316.49
4844,Ayşeana,Kadın,31,Konya,2687.13,2022-12-23,P066,Su Şişesi,Ev Aletleri,1186.58,15,17798.699999999997
4064,Akise,Erkek,28,Adana,4140.09,2023-04-05,P035,Fırın,Kırtasiye,713.97,19,13565.43
7958,Amaç,Erkek,62,Konya,2266.91,2024-08-18,P045,Mouse,Ev Aletleri,966.57,10,9665.7
9906,Taciddin,Kadın,27,Gaziantep,2142.13,2024-03-06,P063,Telefon,Mutfak Ürünleri,815.84,2,1631.68
7903,Eröz,Erkek,38,Ankara,4295.66,2023-01-08,P058,Su Şişesi,Ev Aletleri,203.59,10,2035.9
4440,Çisem,Erkek,20,Adana,544.32,2024-04-29,P025,Su Şişesi,Mutfak Ürünleri,940.54,14,13167.56
4440,Çisem,Erkek,20,Adana,544.32,2023-04-26,P057,Bilgisayar,Kozmetik,1106.76,11,12174.36
4440,Çisem,Erkek,20,Adana,544.32,2024-05-25,P085,Kalem,Giyim,406.49,11,4471.39
9159,Abdülahat,Kadın,64,Konya,1446.44,2023-12-14,P077,Klima,Ev Aletleri,845.33,8,6762.64
9159,Abdülahat,Kadın,64,Konya,1446.44,2023-02-27,P070,Telefon,Giyim,321.97,14,4507.58
8627,Büreyre,Erkek,29,Gaziantep,2540.64,2023-03-28,P006,Defter,Kozmetik,1416.0,13,18408.0
8627,Büreyre,Erkek,29,Gaziantep,2540.64,2023-01-09,P059,Klima,Kozmetik,1360.24,7,9521.68
9921,Aytek,Erkek,47,Ankara,3112.63,2023-07-25,P079,Fırın,Elektronik,1440.2,17,24483.4
1243,Çopur,Kadın,53,Adana,4448.69,2023-09-12,P067,Çanta,Elektronik,1303.02,1,1303.02
1243,Çopur,Kadın,53,Adana,4448.69,2024-04-28,P066,Çanta,Ev Aletleri,982.06,13,12766.78
8531,Jaruthip,Erkek,62,İzmir,657.13,2023-07-13,P008,Çanta,Elektronik,109.71,19,2084.49
8531,Jaruthip,Erkek,62,İzmir,657.13,2024-03-11,P088,Kulaklık,Kozmetik,25.32,18,455.76
1641,Taçnur,Erkek,42,İstanbul,3415.36,2022-12-18,P066,Su Şişesi,Kozmetik,44.03,6,264.18
4026,Rahiye,Kadın,44,Ankara,3538.5,2024-09-19,P001,Telefon,Kozmetik,1496.49,10,14964.9
8626,Feyzin,Kadın,30,İstanbul,4078.5,2023-10-27,P087,Çanta,Ev Aletleri,1207.15,10,12071.5
8626,Feyzin,Kadın,30,İstanbul,4078.5,2023-04-15,P053,Su Şişesi,Kırtasiye,412.85,19,7844.150000000001
7630,Tamaydın,Kadın,52,Antalya,2373.42,2023-12-04,P071,Çanta,Mutfak Ürünleri,366.21,2,732.42
2163,Tükelalp,Erkek,53,Gaziantep,2897.12,2024-01-04,P040,Çanta,Kozmetik,1213.06,4,4852.24
6295,Zoral,Kadın,43,Ankara,2491.8,2023-03-08,P097,Çanta,Giyim,1269.66,19,24123.54
7258,Gülkadın,Kadın,23,İstanbul,1675.45,2024-01-01,P043,Kalem,Ev Aletleri,1042.32,11,11465.52
7258,Gülkadın,Kadın,23,İstanbul,1675.45,2024-01-26,P035,Telefon,Kırtasiye,259.26,16,4148.16
9716,Bağdaş,Kadın,31,Bursa,4489.49,2024-08-03,P004,Bilgisayar,Kozmetik,506.04,11,5566.4400000000005
9716,Bağdaş,Kadın,31,Bursa,4489.49,2022-12-07,P051,Kalem,Ev Aletleri,95.32,1,95.32
3056,Cüneyit,Erkek,45,İstanbul,4300.04,2023-09-19,P061,Su Şişesi,Mutfak Ürünleri,1030.76,8,8246.08
3056,Cüneyit,Erkek,45,İstanbul,4300.04,2024-06-20,P071,Su Şişesi,Kırtasiye,395.1,9,3555.9
8955,Buyrukhan,Kadın,31,Bursa,4722.24,2024-08-22,P039,Defter,Kırtasiye,630.47,12,7565.64
8955,Buyrukhan,Kadın,31,Bursa,4722.24,2023-01-13,P043,Fırın,Elektronik,909.6,15,13644.0
8955,Buyrukhan,Kadın,31,Bursa,4722.24,2024-01-04,P026,Su Şişesi,Giyim,29.73,8,237.84
8955,Buyrukhan,Kadın,31,Bursa,4722.24,2023-06-19,P097,Kalem,Giyim,32.18,2,64.36
7237,Cannur,Kadın,24,Ankara,2049.49,2024-05-25,P003,Su Şişesi,Elektronik,829.94,4,3319.76
7237,Cannur,Kadın,24,Ankara,2049.49,2022-12-09,P078,Çanta,Kırtasiye,507.23,7,3550.61
7536,Şinasi,Kadın,39,Adana,4377.89,2023-10-07,P079,Defter,Mutfak Ürünleri,150.24,10,1502.4
8221,Ünübol,Kadın,56,Adana,3779.17,2024-01-10,P100,Su Şişesi,Giyim,378.6,7,2650.2000000000003
8221,Ünübol,Kadın,56,Adana,3779.17,2024-10-29,P029,Mouse,Kırtasiye,1203.24,8,9625.92
8221,Ünübol,Kadın,56,Adana,3779.17,2023-06-09,P005,Bilgisayar,Elektronik,389.1,13,5058.3
6477,Çağa,Erkek,51,Konya,1466.88,2023-08-29,P059,Çanta,Mutfak Ürünleri,1392.59,9,12533.31
6477,Çağa,Erkek,51,Konya,1466.88,2024-06-12,P060,Kulaklık,Mutfak Ürünleri,1011.62,3,3034.86
7673,Zülfüye,Erkek,39,İstanbul,1178.99,2024-07-29,P089,Defter,Ev Aletleri,306.56,18,5518.08
8534,Gülselin,Erkek,34,Konya,1070.99,2023-01-07,P099,Telefon,Mutfak Ürünleri,1313.42,4,5253.68
9172,Süha,Erkek,48,İzmir,2397.32,2022-12-19,P026,Kulaklık,Kırtasiye,1481.13,15,22216.95
5284,Üge,Erkek,67,Ankara,4699.18,2024-06-06,P018,Kalem,Ev Aletleri,176.84,5,884.2
2663,Selvi,Kadın,63,İstanbul,3628.94,2023-09-29,P069,Defter,Kırtasiye,1499.63,11,16495.93
1324,Melihcan,Erkek,45,Ankara,2194.65,2022-12-04,P089,Kalem,Ev Aletleri,916.55,14,12831.7
1324,Melihcan,Erkek,45,Ankara,2194.65,2024-02-07,P004,Klima,Mutfak Ürünleri,1398.81,5,6994.049999999999
1324,Melihcan,Erkek,45,Ankara,2194.65,2024-02-12,P095,Defter,Ev Aletleri,514.72,12,6176.64
4018,Dincer,Erkek,61,Ankara,4907.94,2024-09-16,P026,Fırın,Elektronik,267.07,2,534.14
4018,Dincer,Erkek,61,Ankara,4907.94,2024-10-26,P035,Fırın,Elektronik,645.03,11,7095.33
4018,Dincer,Erkek,61,Ankara,4907.94,2024-10-30,P007,Klima,Elektronik,963.36,10,9633.6
4996,Selvi,Erkek,25,İzmir,4642.79,2024-07-01,P095,Fırın,Kırtasiye,320.14,8,2561.12
5583,Koşukhan,Erkek,45,Konya,2549.56,2023-07-16,P069,Defter,Kozmetik,1081.72,11,11898.92
5583,Koşukhan,Erkek,45,Konya,2549.56,2024-07-08,P012,Klima,Ev Aletleri,829.12,16,13265.92
8570,Koşukhan,Erkek,65,Gaziantep,986.96,2024-06-24,P060,Defter,Kırtasiye,102.92,4,411.68
8570,Koşukhan,Erkek,65,Gaziantep,986.96,2024-01-17,P045,Kulaklık,Mutfak Ürünleri,564.1,6,3384.6000000000004
5871,Halidun,Erkek,66,Bursa,2126.77,2024-09-16,P071,Mouse,Giyim,1165.83,15,17487.449999999997
5826,Zahfer,Kadın,37,İstanbul,3364.98,2023-08-23,P060,Kulaklık,Ev Aletleri,406.34,19,7720.459999999999
8839,Mülâyim,Kadın,38,Ankara,1072.43,2024-07-03,P038,Mouse,Kırtasiye,1296.83,2,2593.66
8839,Mülâyim,Kadın,38,Ankara,1072.43,2022-12-17,P065,Klima,Kozmetik,510.56,17,8679.52
8396,Akgüneş,Erkek,63,İstanbul,3764.63,2024-03-03,P070,Mouse,Mutfak Ürünleri,739.8,1,739.8
5580,Şavki,Erkek,62,Antalya,1255.94,2024-03-18,P072,Kulaklık,Kırtasiye,398.71,3,1196.13
5580,Şavki,Erkek,62,Antalya,1255.94,2023-12-16,P095,Bilgisayar,Kırtasiye,499.59,11,5495.49
6324,Sökmen,Kadın,44,İzmir,4150.8,2023-09-21,P025,Klima,Giyim,298.33,11,3281.63
2731,Hunalp,Erkek,33,Bursa,2400.13,2023-10-04,P047,Telefon,Ev Aletleri,548.57,19,10422.830000000002
2693,Acarkan,Erkek,53,İzmir,2962.62,2024-10-28,P075,Telefon,Ev Aletleri,292.0,9,2628.0
2693,Acarkan,Erkek,53,İzmir,2962.62,2023-10-09,P057,Bilgisayar,Kırtasiye,560.81,7,3925.67
2693,Acarkan,Erkek,53,İzmir,2962.62,2023-06-21,P028,Bilgisayar,Elektronik,363.48,12,4361.76
5531,Neptün,Kadın,37,İstanbul,3553.43,2024-11-03,P006,Klima,Elektronik,161.96,14,2267.44
3688,Özbilek,Erkek,33,Ankara,4934.7,2024-01-02,P071,Bilgisayar,Kozmetik,1288.34,13,16748.42
9339,Mertel,Kadın,52,İstanbul,3787.32,2022-11-23,P013,Mouse,Giyim,406.34,5,2031.7
9339,Mertel,Kadın,52,İstanbul,3787.32,2023-05-19,P016,Su Şişesi,Ev Aletleri,1129.53,5,5647.65
5538,Müzekker,Kadın,64,Bursa,651.65,2022-12-06,P043,Telefon,Kırtasiye,710.71,15,10660.65
5538,Müzekker,Kadın,64,Bursa,651.65,2023-01-30,P012,Mouse,Elektronik,1200.82,1,1200.82
6581,Melûl,Kadın,34,Gaziantep,3641.7,2024-02-06,P079,Çanta,Elektronik,570.72,7,3995.04
9835,Başay,Erkek,48,Gaziantep,576.76,2024-08-20,P027,Çanta,Giyim,575.88,15,8638.2
9909,Verde,Erkek,52,Antalya,358.88,2024-05-12,P059,Kalem,Mutfak Ürünleri,987.44,15,14811.6
9909,Verde,Erkek,52,Antalya,358.88,2023-03-30,P069,Klima,Kırtasiye,1004.27,2,2008.54
9909,Verde,Erkek,52,Antalya,358.88,2023-03-09,P035,Kalem,Kırtasiye,873.44,9,7860.960000000001
5171,Zennun,Erkek,43,İstanbul,521.1,2023-12-24,P052,Mouse,Elektronik,184.96,10,1849.6
6451,Tahir,Erkek,55,Adana,1956.26,2023-12-12,P024,Kalem,Ev Aletleri,812.91,16,13006.56
6451,Tahir,Erkek,55,Adana,1956.26,2024-10-08,P086,Bilgisayar,Elektronik,256.01,12,3072.12
6451,Tahir,Erkek,55,Adana,1956.26,2024-04-08,P071,Kulaklık,Kırtasiye,491.62,12,5899.4400000000005
3061,Denizalp,Erkek,29,Gaziantep,657.62,2023-02-04,P009,Kulaklık,Mutfak Ürünleri,401.07,12,4812.84
3061,Denizalp,Erkek,29,Gaziantep,657.62,2023-08-10,P046,Kalem,Kırtasiye,1204.65,5,6023.25
3061,Denizalp,Erkek,29,Gaziantep,657.62,2022-12-03,P072,Bilgisayar,Ev Aletleri,749.77,3,2249.31
4902,Hürmet,Erkek,25,İzmir,4295.03,2023-04-02,P016,Klima,Giyim,1343.71,17,22843.07
4902,Hürmet,Erkek,25,İzmir,4295.03,2024-05-12,P037,Su Şişesi,Kırtasiye,469.05,18,8442.9
1738,Sernur,Kadın,25,İzmir,2700.75,2024-07-22,P084,Mouse,Kozmetik,359.23,6,2155.38
3201,İmren,Kadın,18,Ankara,4395.9,2023-01-27,P026,Klima,Mutfak Ürünleri,339.36,13,4411.68
3201,İmren,Kadın,18,Ankara,4395.9,2024-01-08,P031,Çanta,Elektronik,1496.69,10,14966.9
1430,Nilcan,Kadın,57,Konya,2624.33,2024-10-14,P028,Bilgisayar,Elektronik,1267.0,15,19005.0
6359,İlgi,Kadın,68,Adana,626.93,2024-10-19,P057,Defter,Kozmetik,1416.54,17,24081.18
1140,Karanbay,Erkek,18,Bursa,282.16,2023-11-04,P051,Çanta,Kozmetik,1374.68,13,17870.84
5956,Samahat,Kadın,64,İzmir,4263.74,2024-05-22,P017,Klima,Kırtasiye,175.35,19,3331.65
5956,Samahat,Kadın,64,İzmir,4263.74,2023-08-03,P028,Defter,Giyim,61.62,6,369.72
5956,Samahat,Kadın,64,İzmir,4263.74,2023-11-07,P022,Kalem,Giyim,730.02,4,2920.08
4283,Cezayir,Kadın,63,Antalya,2901.7,2023-01-18,P093,Su Şişesi,Kırtasiye,1322.54,1,1322.54
4283,Cezayir,Kadın,63,Antalya,2901.7,2023-06-20,P096,Telefon,Kırtasiye,1061.37,12,12736.44
5013,Tanbay,Kadın,30,İstanbul,2240.68,2023-05-25,P009,Kalem,Giyim,414.34,16,6629.44
2943,Ruhide,Kadın,68,Adana,3040.18,2024-01-12,P087,Su Şişesi,Kozmetik,1062.71,13,13815.23
8414,Aytuna,Erkek,53,Ankara,4322.19,2023-08-03,P017,Telefon,Mutfak Ürünleri,214.47,16,3431.52
8414,Aytuna,Erkek,53,Ankara,4322.19,2024-02-06,P007,Kulaklık,Ev Aletleri,1011.4,3,3034.2
5689,Arısoy,Erkek,32,Ankara,4367.52,2022-11-28,P043,Telefon,Elektronik,1272.82,15,19092.3
5689,Arısoy,Erkek,32,Ankara,4367.52,2023-11-11,P075,Fırın,Kırtasiye,297.91,15,4468.650000000001
1134,Subutiye,Erkek,65,Gaziantep,1751.52,2024-01-24,P015,Defter,Mutfak Ürünleri,1327.6,17,22569.2
5018,Yepelek,Erkek,59,Konya,340.38,2023-04-14,P047,Telefon,Mutfak Ürünleri,1330.81,14,18631.34
8987,Atiyye,Erkek,69,Konya,2337.96,2024-01-11,P034,Fırın,Kozmetik,252.09,7,1764.63
8987,Atiyye,Erkek,69,Konya,2337.96,2023-08-05,P066,Su Şişesi,Ev Aletleri,870.23,12,10442.76
1934,Kadınana,Erkek,18,İzmir,626.88,2024-04-16,P056,Mouse,Elektronik,5.41,11,59.510000000000005
1934,Kadınana,Erkek,18,İzmir,626.88,2023-07-25,P055,Telefon,Elektronik,1398.85,14,19583.9
1934,Kadınana,Erkek,18,İzmir,626.88,2023-03-26,P041,Bilgisayar,Kozmetik,1011.21,19,19212.99
7703,Özbilge,Erkek,25,İzmir,2821.31,2023-11-13,P045,Su Şişesi,Kozmetik,1050.07,15,15751.05
4578,Bezek,Kadın,46,Adana,2663.65,2023-10-11,P033,Klima,Kırtasiye,484.86,12,5818.32
8608,Öktürk,Kadın,28,Gaziantep,910.29,2023-12-19,P061,Bilgisayar,Giyim,253.92,12,3047.04
5575,Hayali,Kadın,50,Ankara,4134.03,2023-08-18,P060,Fırın,Mutfak Ürünleri,108.4,8,867.2
5575,Hayali,Kadın,50,Ankara,4134.03,2024-06-20,P042,Klima,Giyim,118.83,16,1901.28
